number,ID,TITLE,SONG
348,714,Bless the Lord,"Bless the Lord, oh my soul
And all that is within me
Bless His holy name
He has done great things
He has done great things
He has done great things
Bless His holy name"
349,715,Live Christian,"Live Christian, live
Live a life of holiness
Live Christian, live
Live as unto God
And if you cannot preach you can live
And if you cannot teach you can live
And if you cannot sing at the top of your voice
Then live Christian live"
350,716 similar to 505,I was glad when they said unto me,"I was glad when they said unto me
I was glad when they said unto me
I was glad when they said unto me
Come let us go into the house of the Lord
Come let us go into the house of the Lord
Come let us go into the house of the Lord
I came running when they said unto me
I came running when they said unto me
I came running when they said unto me
Come let us go into the house of the Lord
I rejoiced when they said unto me 
I rejoiced when they said unto me 
I rejoiced when they said unto me 
Come let us go into the house of the Lord
Let us go, let us go, let us go
Let us go, let us go, let us go
Let us go, let us go, let us go
Come let us go into the house of the Lord"
351,717,It is mine,"It is mine, mine
Blessed be His name
He has given peace
Perfect peace to me
It is mine
Mine, blessed be His name
Mine for all eternity"
352,718,He wrote my name way up,"He wrote my name way up
Way up in glory land
Jesus saved my soul from all sin and shame
Lord I never forget the day
That I was born
Since Jesus wrote my name"
353,719,How I got over,"How I got over
How I got over my soul look back and wonder
How I got over"
354,720,Lord I'm available to You,"Lord I'm available to You
My will I give to You
I'll do what You say to do
Use me Lord to show someone the way
And enable me to say
My storage is empty and I am available to You"
355,721,Since I met with Jesus I'll never regret,"Since I met with Jesus I'll never regret, never regret, never regret
Since I met with Jesus I'll never regret
Jesus, He never failed me yet
I stumble and fall
He never failed me yet
I did what was wrong
He never failed me yet
Jesus, He never failed me yet"
356,722,By your blood Lord,"By your blood Lord, I've been redeemed
By your blood Lord, I've been set free
Washed, saved, sanctified, renewed, been made alive
I owe it all to Jesus"
357,723,You don't have to slay the lamb anymore,"You don't have to slay the lamb anymore
You don't have to put the blood on the door
Someone has taken the place of the lamb
Jesus the great I am"
358,724,Be still and know that I am God,"Be still and know that I am God
Be still and know that I am God
Be still and know that I am God
I am the Lord that healeth thee
I am the Lord that healeth thee
I am the Lord that healeth thee"
359,725,Satan you can't get me again,"Satan you can't get me again
Satan you can't get me again
You held me down for a very long time
I wanted to go but you wouldn't let me go
Now I'm free you keep running after me
Satan you can't get me again"
360,727,Sing till the power of the Lord come down,"Sing till the power of the Lord come down
Sing till the power of the Lord come down
Lift up your head don't be afraid
Sing till the power of the Lord come down"
361,728,Am waiting down here at the river,"Am waiting down here at the river
Will you come Lord Jesus ?
Satan don't want me to cross
No, Satan don't want me to cross
Am waiting down here at the river
Will you come Lord Jesus ?
If you don't come to my rescue
If you don't come to my rescue
I'll be lost"
362,729,Excellent Jesus excellent,"Excellent Jesus excellent
You're excellent in all the earth
Excellent Jesus excellent
You're excellent in all the earth
And if the people don't want to praise you
You're excellent in all the earth
And if the preacher don't want to praise you
You're excellent in all the earth"
363,731,Do it again Lord,"Do it again Lord, do it again
Send down revival, revive us again
Many are longing for the spirit today
Do it again Lord, do it again"
364,744,Turn it over to Jesus,"Turn it over to Jesus
Turn it over to Jesus
Turn it over to Jesus
And you can smile the rest of your days"
365,747,When peace like a river attendeth my way,"When peace like a river attendeth my way
When sorrows like sea billows roll
Whatever my lot Thou hast taught me to say
It is well, it is well with my soul
It is well (it is well)
With my soul (with my) soul
It is well, it is well with my soul"
366,752 see 305,Somebody prayed for me,"Somebody prayed for me, had me on their mind
Took the time to pray for me
They knew without a doubt
God would bring me out
Got down on their knees and prayed for me
I'm so glad that someone prayed for me"
367,754,When I get there,"When I get there, when I get there
I will sing and shout when I get there
Hallelujah, praise ye the Lord
When I get there"
368,757,Lift Him up,"Lift Him up
Lift Him up
Higher, higher
Lift Him up
Lift Him up
Higher, higher
And if I be lifted up
I be, be lifted up
And if I be lifted up
Up, up, up
I will draw all men unto me"
369,758,You can't make me doubt Him,"You can't make me doubt Him
I know too much
You can't make me doubt Him
I know too much
You can't make me doubt Him
I know too much
Too much about His goodness
Too much about His love
You can't make me doubt Him
I know too much"
370,759,In your hands I place today and tomorrow,"In your hands I place today and tomorrow
In your hands Lord I surrender all
In your hands I commit my joys and sorrows
In your hands Lord I surrender all"
371,760,Hosanna,"Hosanna, hosanna, hosanna to the highest
Hosanna, hosanna, hosanna to the highest
Lord we lift up your name with our hearts filled with praise
We exalt you Oh Lord our God
Hosanna to the highest
Oh glory and honour
Oh glory to the highest
Lord we lift up your name
With our hearts filled with praise
We exalt you Oh Lord our God
Hosanna to the highest"
372,761,It's amazing what praises can do,"It's amazing what praises can do
Hallelujah, hallelujah
It's amazing what praises can do, hal..le..lujah
I don't worry when things go wrong
In the night Jesus gives me a song
It's amazing what praises can do, hal..le..lujah"
373,763,This train is bound for glory,"This train is bound for glory
Doesn't ever stop
Better get your ticket
It doesn't cost a lot
This train is moving on
It's moving on
Moving on up
Moving on up
Moving on up
Moving on up
This train is moving on"
374,764,Ain't no giving up I've got to go on,"Ain't no giving up I've got to go on
Though my way gets harder, I know I can make it
I know I can make it
I know I can make it
I know I can make it
So I just keep holding on"
375,765,They are sure if you only believe,"They are sure if you only believe
They are sure if you only believe
They are sure if you only believe
God's promises are sure"
376,766,Magnify the Lord for He is good,"Magnify the Lord for He is good
For He is worthy
For He is worthy
For He is worthy
Woke me up this morning, started me on my way
In my heart I praise Him and thank him for another day"
377,767,Hide me under the blood Lord,"Hide me under the blood Lord
Hide me under the blood
Hide me under the blood Lord
Hide me under the blood
Hide me under the blood Lord
Hide me under the blood
And I shall be satisfied
Let me see Thy face Lord
Let me see Thy face
Let me see Thy face Lord
Let me see Thy face
Let me see Thy face Lord
Let me see Thy face
And I shall be satisfied"
378,769,God don't need no matches,"God don't need no matches, He's fire by Himself
Fire by Himself
Fire by Himself
God don't need no matches, He's fire by Himself
And He's keeping, keeping me alive
There's a fire burning deep down in my soul
There's a fire burning deep down in my soul
There's a fire burning deep down in my soul
My soul, and it's keeping me alive"
379,770,There is none like You,"There is none like You
No one else can touch my heart like You do
I've been searching throughout eternity Lord
And found out there is none like you"
380,772,All the way to Calvary,"All the way to Calvary
He went for me
He went for me
He went for me
All the way to Calvary
He went for me
And now he's set me free
Although I had so many, many sins
Jesus washed them all away and He pardoned me
Although I had so many, many sins, Jesus washed them all away and He pardoned me"
381,773,Anointing fall on me,"Anointing fall on me
Anointing fall on me
Let the power of the Holy Ghost fall on me
Anointing fall on me"
382,774,Jesus is all I need,"Jesus is all I need
Jesus is all I need
I follow wherever He leads me
Jesus is all I need"
383,776,Jesus got a hold of my life and He won't let me go,"Jesus got a hold of my life and He won't let me go
Jesus got into my heart, He got into my soul
I used to be oh so sad
But now I'm free and glad
Since Jesus got a hold of my life and He won't let me go"
384,777,Oh,"Oh, isn't it good to be as one
Living in perfect harmony sharing the good things God has done
God has done
God has done"
385,779,God has smiled on me,"God has smiled on me, He has set me free
God has smiled on me, He's been good to me"
386,780,I will praise you Lord with every breath that I take,"I will praise you Lord with every breath that I take
I will praise you Lord, it's a promise I make
And when eternity ends, and starts all over again
Even then I will praise you Lord"
387,781,I love You Lord and I lift my voice,"I love You Lord and I lift my voice
To worship you Oh my soul rejoice
Take joy my King in what you hear
Let it be a sweet, sweet sound in your ear"
388,783,Cast your burdens upon the Lord,"Cast your burdens upon the Lord
And He will sustain you, His love has no end
He'll always be your friend
Cast your burdens on the Lord"
389,784,Won't it be a time when we get over yonder ?,"Won't it be a time when we get over yonder ?
Won't it be a time when we get over yonder ?
Won't it be a time when we get over yonder ?
Sing and shout and dance about
When we get over yonder
Won't it be a time ?"
390,785,God will make a way when there seems to be no way,"God will make a way when there seems to be no way
He works in ways we cannot see
He will make a way for me
He will be my guide, hold me closely to His side
With love and strength for each new day
God will make a way
He will make a way"
391,786,I'm going up to high places,"I'm going up to high places
I'm going up to the high
Places to tear the Devil's kingdom down"
392,787,Put your hands in the hands of the man who stilled the water,"Put your hands in the hands of the man who stilled the water
Put your hands in the hands of the man who calmed the seas
Take a look at yourself and you can look at others differently
Put your hands in the hands of the man from Galilee"
393,789,Oh it is Jesus,"Oh it is Jesus, oh it is Jesus
It is Jesus in my soul
For I have touched the hem of His garment
And His blood has made me whole"
394,790,Yes Lord,"Yes Lord, yes Lord, from the bottom of my heart
To the depths of my soul, yes Lord
Completely and my soul says yes"
395,793,Get all excited,"Get all excited, go tell everybody that Jesus Christ is King
Get all excited, go tell everybody that Jesus Christ is King
Get all excited, go tell everybody that Jesus Christ is King
Jesus Christ is still the King of kings
Call Him up, call Him up
Tell Him what you need
Tell Him what you need
Tell Him what you need
Tell Him what you need right now"
396,795,I lift my hands to the coming King,"I lift my hands to the coming King, to the great I AM
To you I sing, for you are the one who reigns
Within my heart"
397,796,All we are saying,"All we are saying, just give God a chance
All we are saying, just give God a chance"
398,797,We have come into His house to magnify His name,"We have come into His house to magnify His name
And worship Him
And worship Him
The Lord, worship Him, Jesus Christ the Lord
Let's forget about ourselves, concentrate on Him
And worship Him
And worship Him
The Lord, worship Him, Jesus Christ the Lord"
399,798,As the deer panteth for the water,"As the deer panteth for the water
So my soul longeth after Thee
You alone are my heart's desire
And I long to worship You
You alone are my strength and shield
To you alone does my spirit yield
You alone are my heart's desire
And I long to worship You
You're my friend and you are my brother
Even though you are my King
I love you more than any other
So much more than anything
You alone are my strength and shield
To you alone does my spirit yield
You alone are my heart's desire
And I long to worship You"
400,799,There is power,"There is power, power, wonder working power
In the blood of the lamb
There is power, power, wonder working power
In the precious blood of the lamb"
401,1003,Lord hold my hand while I run this race,"Lord hold my hand while I run this race
Lord hold my hand while I run this race
Lord hold my hand while I run this race
I don't want to run this race
I don't want to run this race
I don't want to run this race in vain"
402,1009,One,"One, one, one, one way to God
One, one, one, one way to God
One, one, one, one way to God
Baptized in Jesus name
Jesus is the only way to God
Jesus is the only way to God
Baptized in Jesus name"
403,1012,Prayer bells of Heaven how sweetly they ring,"Prayer bells of Heaven how sweetly they ring
Bearing a message to Jesus our King
When you are burdened down with troubles and cares
Ring out an encore, God will answer your prayers"
404,1013,Praise the Lord Hallelujah I don't care what the Devil's gonna do,"Praise the Lord Hallelujah I don't care what the Devil's gonna do
A word in faith is my sword and shield
Jesus is Lord of the way I feel"
405,1014,Jesus hands and feet were bleeding,"Jesus hands and feet were bleeding
And His side was bleeding too
It was a grand and glorious morning when our Lord was crucified"
406,1015,Jesus took my burden I could no longer bear,"Jesus took my burden I could no longer bear
Jesus took my burden in answer to my prayer
My anxious fears subsided, my spirit was made strong
When Jesus took my burden and left me with a song"
407,1018,Jesus brought me out alright,"Jesus brought me out alright, alright
Jesus brought me out alright, alright
He has brought me out of darkness into His marvellous light
Jesus brought me out alright"
408,1020,Jesus gave me power for the hour,"Jesus gave me power for the hour
Jesus gave me power for the hour
Jesus gave me power for the hour
Jesus gave me power"
409,1021,JESUS (Jesus),"JESUS (Jesus), JESUS (Jesus)
JESUS, JESUS, JESUS
HOLY GHOST (Holy Ghost) HOLY GHOST (Holy Ghost)
HOLY GHOST, HOLY GHOST, HOLY GHOST
MY FRIEND (My Friend), MY FRIEND (My Friend)
MY FRIEND, MY FRIEND, MY FRIEND
COME DOWN (Come Down), COME DOWN (Come Down)
COME DOWN, COME DOWN, COME DOWN"
410,1023,Jesus bids us shine with a clear pure light,"Jesus bids us shine with a clear pure light
Like a little candle burning in the night
In this world of darkness so we must shine
You in your small corner and I in mine"
411,1024,Jesus He's the waymaker,"Jesus He's the waymaker, Jesus He's the waymaker
Jesus He's the waymaker, one day He made a way Oh glory
When I was lost in sin, He came and took me in
One day He made a way for me"
412,1026,J,"J-O-Y, joy, in the Holy Ghost
J-O-Y, joy, in the Lord, don't let nobody steal your joy
Don't let nobody steal your joy
Don't let nobody steal your joy
Joy in the Holy Ghost"
413,1027,Love is a kite flying high from the castle of my heart,"Love is a kite flying high from the castle of my heart
From the castle of my heart, from the castle of my heart
Love is a kite flying high from the castle of my heart
And the King is a resident there
Flying high in the sky let the whole world know
Let the whole world know
Let the whole world know
Flying high in the sky let the whole world know
That the King is a resident there"
414,1029,Let's talk about amazing grace,"Let's talk about amazing grace
How sweet the sound that saved a wretch like me
I once was lost but now I'm found
Was blind but now I see"
415,1033,My young companion fare you well,"My young companion fare you well
I will not go with you to Hell
I'm on my way to Canaan's land
I will not go, I will not go with you"
416,1035,Push the fire,"Push the fire, push the fire
While others stay outside, push the fire
Push the fire, push the fire
Live the life
Do the right and push the fire"
417,1036,Redeemed when my burden of sin was high,"Redeemed when my burden of sin was high
Redeemed when my soul was condemned to die
Redeemed for the price I could not pay
Redeemed Hallelujah, redeemed"
418,1037,Ring out those Heaven bells when I get there,"Ring out those Heaven bells when I get there
Ring out those Heaven bells when I get there
My sorrows will be over
And Heavenly joys come over
Ring out those Heaven bells when I get there"
419,1038,Re,"Re-al, real, real, He's real to me
I love Him for He gives me the victory
So many people doubt Him
But I can't do without Him
This is why I love Him so
He's so real to me"
420,1040,Sign me up for the Christian jubilee,"Sign me up for the Christian jubilee
Write my name on the roll
I've been changed since the Lord has lifted me
I want to be ready when Jesus comes"
421,1042 similar 187,Spirit of the living God fall on me,"Spirit of the living God fall on me
Let the power of the Pentecost fall on me
Thrill me, fill me, mould me and make me
Spirit of the living God fall on me"
422,1043,Sailing on,"Sailing on, the lifeboat's sailing on
Sailing on, the lifeboat's sailing on
With Christ in the vessel, we'll smile at the storm
The lifeboat's sailing on"
423,1044,Soon and very soon,"Soon and very soon, we are going to see the King
Soon and very soon, we are going to see the King
Soon and very soon, we are going to see the King, Hallelujah
Hallelujah, we are going to see the King
No more dying there, we're going to the King
No more dying there, we're going to the King
No more dying there, we're going to the King, Hallelujah
Hallelujah, we are going to see the King"
424,1045,Shining light,"Shining light, shining light in the valley
Shining light, shining light in the valley
Shining light, shining light in the valley
Shining light in the valley over there
Moses saw, Moses saw the fire burning
Moses saw, Moses saw the fire burning
Moses saw, Moses saw the fire burning
Moses saw the fire burning over there"
425,1048,Sometimes I feel like Heaven come down,"Sometimes I feel like Heaven come down
Heaven come down, Heaven come down
Sometimes I feel like Heaven come down
Heaven come down on me
Sometimes I feel like I'm going home
I'm going home, I'm going home
Sometimes I feel like I'm going home
I'm going home to my Lord"
426,1052,Take me to the waters,"Take me to the waters, take me to the waters
Take me to the waters to be baptized
In the name of Jesus, in the name of Jesus
In the name of Jesus to be baptized"
427,1055,There's a highway there and a way,"There's a highway there and a way
Where sorrows shall flee away
And the night shine bright as the day
Walking up the King's highway"
428,1056,Time,"Time, time, time is winding up
Time, time, time is winding up
Troubles in the land
God's gonna raise His hand
Time is winding up"
429,1057,Two roads before you,"Two roads before you, pick your choice
Two roads before you, pick your choice
Two roads before you, pick your choice
There is Hell and there is Heaven
Pick your choice"
430,1058,Take a grip my brother,"Take a grip my brother
Take a grip, another grip
Hold fast and never let go
No matter what the people of the world may say
Hold fast and never let go"
431,1064,We're together again,"We're together again, we're praising the Lord
We're together again on one accord
Something good is going to happen
Something good is in this place
We're together again, we're praising the Lord"
432,1065,We're gonna sing till the power of the Lord come down,"We're gonna sing till the power of the Lord come down
We're gonna sing till the power of the Lord come down
Lift up your head, don't be afraid
Let us sing till the power of the Lord come down"
433,1066,Why worry when you can pray,"Why worry when you can pray
Trust Jesus and He will lead the way
Don't be like doubtful Thomas
Just rest upon His promise
Why worry, worry when you can pray"
434,1069,We are building a road,"We are building a road, building a road
Helping the lame and the blind
We shall smooth out the road that leads to Heaven above
And make it easier for those behind"
435,1070,Who do men say I am and whence they say I came ?,"Who do men say I am and whence they say I came ?
Do you know the Father and canst thou tell His name ?
In Jesus dwells the fullness of the Godhead bodily
Jesus is the great I am and Lord of lords is He"
436,1071,Use me Lord,"Use me Lord, use me for thy glory
Use me Lord and let me tell thy story
Lord I will obey, if Thou will lead the way
Use me, use me, use me, use me Lord"
437,1072,You can tell the world about this,"You can tell the world about this
You can tell the nations about that
Tell them Jesus has come
Tell them that the Comforter has come
He brings joy to my soul, He brings joy to my soul"
438,1076,All over the world the Spirit is moving,"All over the world the Spirit is moving
All over the world the prophets said it would be
Hallelujah all over the world
There's a mighty revelation of the glory of the Lord
As the waters cover the sea"
439,1078,A little more oil in my lamp,"A little more oil in my lamp, keep it burning
A little more oil in my lamp I pray
A little more oil in my lamp, keep it burning
Keep it burning till the break of day
Sing Hosanna, sing Hosanna
Sing Hosanna to the King of kings
Sing Hosanna, sing Hosanna, sing Hosanna to the King"
440,1079,Believers get right in the spirit,"Believers get right in the spirit
Cut loose from sin, get on the fiery line
Open up the window and the light will shine in
Jesus is there to make things right"
441,1085,Better get right with God,"Better get right with God
Come and do it now under the cross of Jesus
I'll lay my burdens down
Better get right with God
Come and do it now
Get right, get right, get right with God"
442,1089,Everywhere He went He was doing good,"Everywhere He went He was doing good
He gave the beatitudes, He fed the multitudes
Everywhere He went when the crippled saw Him, they started walking
The dumb was talking as they should
Everywhere He went, my Lord was doing good"
443,1090,Elevate your mind,"Elevate your mind, move up higher
Elevate your mind, move up higher
Elevate your mind, move up higher
Move up higher in the Lord"
444,"
1091",Every time I get the chance,"Every time I get the chance to praise Him, I will
Every time I get the chance to praise Him, I will
I'm going to see my Jesus one more time
One more time, one more time, one more time, one more time
I'm going to see my Jesus one more time"
445,1092,Enoch walked with God,"Enoch walked with God
Enoch walked with God
Enoch walked with God
And he never failed
He was translated because he was obedient
Enoch walked with God and never failed"
446,1093,I want a revival in my soul,"I want a revival in my soul
I want a revival in my soul
I want to be washed in the Blood of Jesus
I want a revival in my soul
Everybody ought to know (some people don't know)
Everybody ought to know (some people don't know)
Everybody ought to know (some people don't know)
Who Jesus is
He's the lily of the valley
He's the bright and morning star
He's the fairest of ten thousand
Everybody ought to know"
447,1094 similar 88,Free,"Free, free, free, I am from sin set free
I have found that man, that man from Galilee
Who took away my sins
My heavy load of sins
And now I am rejoicing 'cause I'm free, free, free"
448,1096,God is a good God,"God is a good God, yes He is
God is a good God, yes He is
He picked me up, turned me around
Plant my feet on higher ground
God is a good God, yes He is"
449,1098,We serve a great big wonderful God,"We serve a great big wonderful God
We serve a great big wonderful God
Always victorious, always watching over us
A great big wonderful God"
450,1100,We're inviting you all to come along,"We're inviting you all to come along
We're having a glorious time
We're going to a city where moonlight never shines
We may not know, we cannot tell if others will be there
But God Himself will be the light to guide us
Abraham and Isaac, Enoch and Elijah, Moses Joshua Daniel and his band
Peter Paul and Barnabas, and a great many more hailing to the Master
There are many more that I can tell"
451,1101,When He calls me I will answer,"When He calls me I will answer
When He calls me I will answer
When He calls me I will answer
I'll be somewhere listening for my name
I'll be somewhere listening, somewhere listening
Somewhere listening for my name
I'll be somewhere listening, somewhere listening
Somewhere listening for my name"
452,1102,Victory ahead,"Victory ahead, victory ahead
Through the blood of Jesus
Victory ahead
Trusting in the Lord
I hear the conquerors say
By faith I see the victory ahead"
453,1111,I shall not,"I shall not, I shall not be moved
I shall not, I shall not be moved
Just like a tree that is planted by the waterside
I shall not be moved"
454,1112,If you have the faith and believe,"If you have the faith and believe, my brother
If you have the faith and believe, my sister
You can say, mountain I want you to move"
455,1114,It's a hard road to travel and a mighty long way to go,"It's a hard road to travel and a mighty long way to go
But Jesus the blest Saviour will lead me all the way I know
Over many a lonesome valley, where many dark waters flow
It is a hard road to travel and a mighty long way to go"
456,1117,If your conscience set you free,"If your conscience set you free, pray on
If your conscience set you free, pray on
Say, Our Father who art in Heaven, hallowed be thy name
Thy kingdom come, Oh Lord, Thy will be done on earth
If your conscience set you free, pray on"
457,1119,I am in trouble,"I am in trouble, a big big trouble
I am in trouble with my Saviour and my soul
I asked a question just to get an answer
Ninety nine and a half won't do"
458,1122,I'm going on right on,"I'm going on right on, that's all I know
I'm going on right on, that's all I know
I'm going on right on to the city
Where mansions are prepared for me"
459,1124,I saw the light,"I saw the light, I saw the light
No more in darkness, no more in night
Now I'm so happy no sorrow in sight
Praise the Lord I saw the light"
460,1125,If we love one another,"If we love one another, you are nicely saved
If we hate and backbite, we'll devour by the sword
If we love we must have co-operation
When one speaks, the whole church moves"
461,1128,I'm a new creation,"I'm a new creation, I'm a brand new man
Old things are passed away, I'm born again
More than a conqueror, that's who I am
I'm a new creation, I'm a brand new man"
462,1129,I really feel the spirit moving all over me,"I really feel the spirit moving all over me
I thank you Lord, I thank you Lord
I thank you Lord for saving me"
463,1130,I've got a new man in me,"I've got a new man in me
I've got a new man in me
I've put off the old man and put on the new man
I've got a new man in me"
464,1131,I want to make it in,"I want to make it in, that's why I've started
I want to make it in, that's why I start
I have Jesus in my life
Praise the Lord, I've made it right
Oh, I want to make it in, that's why I start"
465,1132,I'm running for my life,"I'm running for my life
I'm running for my life
I'm running for my life
I'm running for my life
If anybody ask you, what's the matter with me
Just tell them I'm saved and sanctified
And I'm running for my life"
466,1138,I love Him better every D,"I love Him better every D-A-Y
I love Him better every D-A-Y
Close by His S-I-D-E
I will A-B-I-D-E
I love Him better every D-A-Y"
467,1139,If you want to see the glory of the Lord,"If you want to see the glory of the Lord
Why don't you praise Him, lift up your hands and praise Him
If you want to see the glory of the Lord
Why don't you lift up your hands and praise the Lord"
468,1140,Praise Him in the morning,"Praise Him in the morning, praise Him in the evening
Praise Him in the noontime, praise Him all the day long
Lift up your hands and praise the Lord
Lift up your hands, lift up your hands
Lift up your hands and praise the L-O-R-D Lord
Praise Him and the blessing will flow
Lift up your hands and praise the Lord"
469,1141,I'm on the battlefield for my Lord,"I'm on the battlefield for my Lord
I'm on the battlefield for my Lord
I will fight till I die, I will never run away
I'm on the battlefield for my Lord"
470,1143,I was down in the valley,"I was down in the valley, way down in the valley
When my Saviour heard my feeble cry
He took me up on the mountain, way up on the mountain
Drinking from the fountain that will never run dry"
471,1145,Hallelujah,"Hallelujah, He's an answering God
Hallelujah, He's an answering God
I prayed in Jesus' name
And then the answer came
Hallelujah, He's an answering God"
472,1151,I love you,"I love you, I love you, I love you Lord today
Because you care for me in such a special way
And yes, I praise you
I lift you up, I magnify your name
That's why my heart is filled with praise"
473,1152,My heart,"My heart, my mind, my soul belongs to you
You paid the price for me, way back on Calvary
And yes I praise you
I lift you up, I magnify your name
That's why my heart is filled with praise"
474,1154 similar 758,You can't make me doubt Him,"You can't make me doubt Him
You can't make me doubt Him
You can't make me doubt Him in my heart, Oh no
You can't make me doubt Him
For I know too much about Him
You can't make me doubt Him in my heart, Oh no"
475,1159,Burning fire,"Burning fire, it's burning in my soul
Burning fire, it's burning in my soul
Burning in the morning
burning at noon
Burning in the evening
Burning night
Burning fire, it's burning in my soul"
476,1160,Down on my knees when sorrows rise,"Down on my knees when sorrows rise
I'll talk with Jesus, down on my knees
I promise that I will serve Him
I will serve Him down on my knees"
477,1163,How much I owe for love divine,"How much I owe for love divine
How much I owe since Christ is mine
And what he is to me I know
I cannot tell how much I owe"
478,1167,I'm too near to my home,"I'm too near to my home
To near to my Heavenly home
I can't turn back to sin
I've made my vow
There is nothing worthwhile to turn back to
Praise the Lord, sweet Heaven's in view
I'm too near to my Heavenly home to turn back now"
479,1169,It's a highway to Heaven,"It's a highway to Heaven
None can walk up there, but the pure in heart
It's a highway to heaven
Walking up the King's highway
Walking up the King's highway
Walking up the King's highway
Walking up the King's highway
Walking up the King's highway
Walking up the King's highway
Walking up the King's highway"
480,1172,I feel good,"I feel good, good, good
I feel good, wonderful good
There is something about the name of Jesus
That makes me feel good
Makes me feel good"
481,1175,Jesus is coming again,"Jesus is coming again, He's coming for His own
You've got to meet Him in white
You've got to meet Him pure
You've got to meet Him in peace
For He's the King of kings
You've got to meet Him
Holy Jesus is coming again"
482,1179,I have somebody with me to bear my heavy load,"I have somebody with me to bear my heavy load
I feel His presence near me every day
When troubles overtake me along life's weary road
I have somebody with me all the way"
483,1182,I want God's way to be my way,"I want God's way to be my way
As I journey here below
For there is no other highway
For a child of God to know
Although the road be rough and long
And the enemies may be strong
I want God's way to be my way every day"
484,1186,Holiness unto the Lord is our watchword and song,"Holiness unto the Lord is our watchword and song
Holiness unto the Lord as we're marching along
Singing, shouting loud and long
Holiness unto the Lord, now and forever"
485,1190,I will enter in His gates with thanksgiving in my heart,"I will enter in His gates with thanksgiving in my heart
I will enter in His courts with praise
I will say this is the day that the Lord has made
I will rejoice for He has made me glad
He has made me glad, He has made me glad
I will rejoice for He has made me glad
He has made me glad, He has made me glad
I will rejoice for He has made me glad"
486,1191,I got my education at the cross,"I got my education at the cross
I got my education at the cross
I've never been to college
But I've got a better knowledge
I got my education at the cross"
487,1192,Jesus on the inside,"Jesus on the inside
Working on the outside
Bringing about a change in my life
Jesus on the inside
Working on the outside
Bringing about a change in my life"
488,1193,John saw an angel coming down from Heaven,"John saw an angel coming down from Heaven
Having the key of the bottomless pit
And a great chain in his hand
And he laid hold of the old, old dragon
And bound him for a thousand years
And he laid hold of the old, old dragon
Jesus bound him for a thousand years"
489,1194,Jesus is on the mainline,"Jesus is on the mainline, tell Him what you need
Jesus is on the mainline, tell Him what you need
Jesus is on the mainline, tell Him what you need
Jesus is on the mainline now
If you want the Holy Ghost, tell Him what you need
If you want the Holy Ghost, tell Him what you need
If you want the Holy Ghost, tell Him what you need
Jesus is on the mainline now"
490,1196,I'm gonna give the Lord the highest praise,"I'm gonna give the Lord the highest praise
Hallelujah, Hallelujah
I'm gonna give the Lord the highest praise
Hallelujah, Hallelujah
I'm gonna magnify His holy name
Hallelujah, Hallelujah
Hallelujah, Hallelujah
Hallelujah, Hallelujah
Hallelujah, Hallelujah
I'm gonna magnify His holy name"
491,1197,The water is troubled my friend,"The water is troubled my friend, step right in
God's mighty power
Is moving this hour
Don't look so sad, stand by God's right hand
The water is troubled my friend, step right in"
492,1198,The reason why I'm living this life,"The reason why I'm living this life
I don't want to be lost
The reason why I'm living this life
I don't want to be lost
The reason why I'm living this life
I don't want to be lost
I don't want to be lost when Jesus comes"
493,1199,There is no satisfaction without salvation,"There is no satisfaction without salvation
S-A-L-V-A-T-I-O-N
There is no satisfaction without salvation
Shout it out load and clear
S-A-L-V-A-T-I-O-N
Shout it out load and clear
S-A-L-V-A-T-I-O-N"
494,1203,Thank God now,"Thank God now, Jesus changed my life
I'm walking now in a perfect light
My burden of sins, I've laid them aside
I'm walking in a perfect light"
495,1205,Tell it,"Tell it, tell it, wherever you go
Someone would like to hear the glad news you know
Tell it that the Saviour died to save your soul from sin
Tell it wherever you go"
496,1211 similar 769,God don't need no matches,"God don't need no matches
He's fire in Himself
God don't need no matches
He's fire in Himself
God don't need no matches
He's fire in Himself
The Holy Ghost is fire in Himself"
497,1218,I cannot hold it out no longer,"I cannot hold it out no longer
I cannot keep my peace, dear Saviour
I ask the Saviour to be my refuge
I ask the Saviour to be my guide"
498,1222,Come on youth,"Come on youth, you are called today
Come on youth, you are called today
Come on youth, you are called today
To study the word of God
The greatest weapon of the youth of our days
The greatest weapon of the youth of our days
The greatest weapon of the youth of our days
Is to study the word of God
You pray for me, and I'll pray for you
You pray for me, and I'll pray for you
You pray for me, and I'll pray for you
And that will buy joy for all"
499,1224,Climbing up the mountain,"Climbing up the mountain, reaching for the top
Almost finished my journey
I've reached half-way
And I just can't stop
At the end of my journey
There's peace and joy
I can see Jesus waiting for all
I can't stop, I'm reaching for the top"
500,1226,Come let us glorify the name of the Lord,"Come let us glorify the name of the Lord
Come let us glorify His name
For His resurrection's power
Is moving in this hour
And Jesus you're now glorified...
And Jesus you're now glorified..."
501,1228,Don't you know that I'm moving up the King's highway,"Don't you know that I'm moving up the King's highway
Up the King's highway
Don't you know that I'm trusting in amazing grace
In amazing grace
Although Satan is on my track
I'll never, never, never turn back
I keep moving up, moving up, moving up, Oh Lord"
502,1229,Do Lord,"Do Lord, do Lord, do remember me
Do Lord, do Lord, do remember me
Do Lord, do Lord, do remember me
Way beyond the blue
I take Jesus for my Saviour
You take Him too
I take Jesus for my Saviour
You take Him too
I take Jesus for my Saviour
You take Him too
Way beyond the blue"
